customer_id,churn_probability,risk_level,control_churn_probability,treatment_churn_probability,uplift,persuadability_segment,customer_value_eur,customer_value_segment,recommended_offer,recommended_offer_cost,recommended_expected_value,recommended_roi,recommendation_reason
C09912,0.05837,Low,0.0186,0.01473,0.00387,PERSUADABLE,1891.17,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09913,0.03799,Low,0.00924,0.0524,-0.04316,NEGATIVE RESPONSE,1410.57,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09914,0.27804,Low,0.01169,0.04375,-0.03206,NEGATIVE RESPONSE,1270.69,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09915,0.00456,Low,0.01853,0.00716,0.01137,LOW RESPONSE,1698.96,Very High Value,Loyalty Reward,10.0,19.32,1.93,Moderate uplift but low offer cost
C09916,0.96552,Critical,0.01201,0.11704,-0.10503,NEGATIVE RESPONSE,764.91,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C09917,0.01549,Low,0.0065,0.01775,-0.01125,NEGATIVE RESPONSE,1669.11,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09918,0.97407,Critical,0.01989,0.33405,-0.31416,NEGATIVE RESPONSE,742.09,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C09919,0.14736,Low,0.00731,0.08438,-0.07708,NEGATIVE RESPONSE,1077.96,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09920,0.00932,Low,0.01562,0.01519,0.00043,LOW RESPONSE,1798.21,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09921,0.00697,Low,0.00612,0.00784,-0.00172,NEGATIVE RESPONSE,1470.71,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09922,0.00951,Low,0.00925,0.01694,-0.00768,NEGATIVE RESPONSE,1987.41,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09923,0.01233,Low,0.00773,0.00966,-0.00193,NEGATIVE RESPONSE,1781.47,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09924,0.03194,Low,0.00628,0.03842,-0.03213,NEGATIVE RESPONSE,1836.54,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09925,0.00539,Low,0.01514,0.00695,0.00819,LOW RESPONSE,1946.9,Very High Value,Loyalty Reward,10.0,15.95,1.59,Moderate uplift but low offer cost
C09926,0.00729,Low,0.01311,0.00655,0.00656,LOW RESPONSE,1897.11,Very High Value,Loyalty Reward,10.0,12.45,1.24,Moderate uplift but low offer cost
C09927,0.06159,Low,0.00617,0.02833,-0.02216,NEGATIVE RESPONSE,1186.35,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09928,0.37643,Medium,0.01167,0.08081,-0.06914,NEGATIVE RESPONSE,1342.83,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09929,0.02798,Low,0.02627,0.03376,-0.00749,NEGATIVE RESPONSE,2056.58,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09930,0.01093,Low,0.02021,0.01171,0.0085,LOW RESPONSE,1983.16,Very High Value,Loyalty Reward,10.0,16.86,1.69,Moderate uplift but low offer cost
C09931,0.13483,Low,0.00953,0.09232,-0.08279,NEGATIVE RESPONSE,750.68,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09932,0.0118,Low,0.02008,0.03025,-0.01018,NEGATIVE RESPONSE,1949.51,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09933,0.11119,Low,0.0114,0.04401,-0.0326,NEGATIVE RESPONSE,1787.31,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09934,0.00556,Low,0.01305,0.01039,0.00265,LOW RESPONSE,1619.06,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09935,0.00424,Low,0.0113,0.00749,0.00381,LOW RESPONSE,1314.29,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09936,0.0022,Low,0.00863,0.00757,0.00106,LOW RESPONSE,1426.2,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09937,0.02143,Low,0.02875,0.04825,-0.0195,NEGATIVE RESPONSE,2048.76,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09938,0.27905,Low,0.01044,0.07451,-0.06406,NEGATIVE RESPONSE,992.19,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09939,0.02591,Low,0.00883,0.01146,-0.00263,NEGATIVE RESPONSE,1519.06,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09940,0.00415,Low,0.01124,0.01158,-0.00035,LOW RESPONSE,1987.03,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09941,0.00926,Low,0.01272,0.02141,-0.0087,NEGATIVE RESPONSE,2077.7,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09942,0.00649,Low,0.00855,0.0246,-0.01605,NEGATIVE RESPONSE,1828.12,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09943,0.0155,Low,0.03154,0.02883,0.00271,LOW RESPONSE,2019.83,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09944,0.04502,Low,0.00813,0.03877,-0.03064,NEGATIVE RESPONSE,1922.92,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09945,0.00375,Low,0.02222,0.00946,0.01275,LOW RESPONSE,2078.88,Very High Value,Priority Support,15.0,26.51,1.77,Moderate uplift with low offer cost
C09946,0.0138,Low,0.01252,0.00948,0.00304,LOW RESPONSE,1263.88,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09947,0.00547,Low,0.01416,0.00707,0.0071,LOW RESPONSE,1472.26,High Value,Loyalty Reward,10.0,10.45,1.05,Moderate uplift but low offer cost
C09948,0.01179,Low,0.0132,0.00981,0.00339,LOW RESPONSE,1933.95,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09949,0.06035,Low,0.00599,0.07006,-0.06407,NEGATIVE RESPONSE,1888.25,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09950,0.03097,Low,0.01082,0.04587,-0.03506,NEGATIVE RESPONSE,1906.86,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09951,0.05767,Low,0.0091,0.04736,-0.03826,NEGATIVE RESPONSE,1817.05,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09952,0.12185,Low,0.01248,0.11702,-0.10455,NEGATIVE RESPONSE,1501.0,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09953,0.00437,Low,0.01,0.00765,0.00235,LOW RESPONSE,1926.89,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09954,0.0446,Low,0.01965,0.02922,-0.00957,NEGATIVE RESPONSE,1215.1,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09955,0.04403,Low,0.02785,0.05337,-0.02552,NEGATIVE RESPONSE,1839.39,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09956,0.04386,Low,0.01226,0.05672,-0.04447,NEGATIVE RESPONSE,1795.74,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09957,0.04255,Low,0.00515,0.03819,-0.03304,NEGATIVE RESPONSE,1731.04,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09958,0.02111,Low,0.0106,0.00913,0.00147,LOW RESPONSE,1465.13,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09959,0.03451,Low,0.01704,0.01126,0.00578,PERSUADABLE,1038.13,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09960,0.00178,Low,0.0077,0.00722,0.00048,LOW RESPONSE,1863.07,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09961,0.02143,Low,0.03217,0.01294,0.01922,LOW RESPONSE,1743.53,Very High Value,Small Discount,20.0,33.51,1.68,Positive uplift with solid net expected value
C09962,0.00486,Low,0.00962,0.00941,0.00021,LOW RESPONSE,1441.01,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09963,0.04214,Low,0.01301,0.03531,-0.0223,NEGATIVE RESPONSE,1823.49,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09964,0.00125,Low,0.008,0.00695,0.00104,LOW RESPONSE,1916.33,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09965,0.10447,Low,0.00963,0.07419,-0.06456,NEGATIVE RESPONSE,1818.94,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09966,0.00521,Low,0.00774,0.03061,-0.02287,NEGATIVE RESPONSE,1240.83,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09967,0.02896,Low,0.0285,0.05422,-0.02572,NEGATIVE RESPONSE,2056.08,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09968,0.00447,Low,0.01105,0.00748,0.00356,LOW RESPONSE,1949.45,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09969,0.05682,Low,0.01943,0.05682,-0.03739,NEGATIVE RESPONSE,1829.37,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09970,0.10358,Low,0.00617,0.02996,-0.02379,NEGATIVE RESPONSE,1637.85,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09971,0.09671,Low,0.01202,0.04342,-0.0314,NEGATIVE RESPONSE,1663.22,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09972,0.00783,Low,0.00781,0.0073,0.00052,LOW RESPONSE,1570.74,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09973,0.93482,Critical,0.00993,0.14053,-0.1306,NEGATIVE RESPONSE,702.08,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C09974,0.19788,Low,0.01164,0.03699,-0.02535,NEGATIVE RESPONSE,1093.78,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09975,0.04942,Low,0.01837,0.01119,0.00718,PERSUADABLE,1553.63,High Value,Loyalty Reward,10.0,11.16,1.12,Moderate uplift but low offer cost
C09976,0.00996,Low,0.01845,0.02269,-0.00424,NEGATIVE RESPONSE,1879.55,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09977,0.00697,Low,0.01379,0.01516,-0.00137,NEGATIVE RESPONSE,1900.14,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09978,0.00652,Low,0.0058,0.00833,-0.00253,NEGATIVE RESPONSE,1593.53,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09979,0.00384,Low,0.01122,0.01027,0.00095,LOW RESPONSE,1954.65,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09980,0.00588,Low,0.01501,0.02395,-0.00894,NEGATIVE RESPONSE,1996.22,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09981,0.95585,Critical,0.01491,0.08122,-0.06631,NEGATIVE RESPONSE,853.87,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C09982,0.98758,Critical,0.06938,0.47277,-0.40339,NEGATIVE RESPONSE,742.9,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C09983,0.06083,Low,0.02021,0.05016,-0.02995,NEGATIVE RESPONSE,1879.5,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09984,0.00695,Low,0.0094,0.00718,0.00222,LOW RESPONSE,1401.36,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09985,0.00257,Low,0.00764,0.00735,0.00029,LOW RESPONSE,1968.88,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09986,0.00702,Low,0.0172,0.00998,0.00723,LOW RESPONSE,2046.36,Very High Value,Loyalty Reward,10.0,14.8,1.48,Moderate uplift but low offer cost
C09987,0.02502,Low,0.03227,0.08525,-0.05297,NEGATIVE RESPONSE,2046.86,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09988,0.01447,Low,0.00809,0.0134,-0.0053,NEGATIVE RESPONSE,1572.53,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09989,0.00622,Low,0.00788,0.01085,-0.00297,NEGATIVE RESPONSE,1258.01,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09990,0.95164,Critical,0.0052,0.10301,-0.09781,NEGATIVE RESPONSE,758.14,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C09991,0.02656,Low,0.01033,0.03479,-0.02446,NEGATIVE RESPONSE,1765.35,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09992,0.04434,Low,0.01311,0.00825,0.00486,PERSUADABLE,1561.78,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09993,0.05854,Low,0.01098,0.02213,-0.01115,NEGATIVE RESPONSE,837.47,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09994,0.16211,Low,0.01014,0.14549,-0.13535,NEGATIVE RESPONSE,1433.02,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09995,0.00463,Low,0.00863,0.00727,0.00137,LOW RESPONSE,1614.72,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09996,0.12917,Low,0.03081,0.08868,-0.05787,NEGATIVE RESPONSE,1731.87,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09997,0.19661,Low,0.00516,0.04139,-0.03623,NEGATIVE RESPONSE,746.33,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C09998,0.00809,Low,0.02279,0.01971,0.00308,LOW RESPONSE,2005.2,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C09999,0.00397,Low,0.01324,0.01603,-0.00279,NEGATIVE RESPONSE,2084.74,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C10000,0.96526,Critical,0.03575,0.09659,-0.06085,NEGATIVE RESPONSE,698.34,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C10001,0.02142,Low,0.00554,0.0278,-0.02226,NEGATIVE RESPONSE,1823.6,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C10002,0.19961,Low,0.00772,0.04995,-0.04223,NEGATIVE RESPONSE,1623.55,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C10003,0.01224,Low,0.01786,0.00948,0.00838,LOW RESPONSE,1737.71,Very High Value,Loyalty Reward,10.0,14.56,1.46,Moderate uplift but low offer cost
C10004,0.0664,Low,0.00537,0.02548,-0.02011,NEGATIVE RESPONSE,1677.4,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C10005,0.97256,Critical,0.01108,0.21434,-0.20326,NEGATIVE RESPONSE,646.04,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C10006,0.95904,Critical,0.0101,0.04878,-0.03868,NEGATIVE RESPONSE,796.4,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C10007,0.00455,Low,0.00977,0.00868,0.00109,LOW RESPONSE,2010.86,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C10008,0.03994,Low,0.00929,0.04266,-0.03337,NEGATIVE RESPONSE,1189.11,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C10009,0.16067,Low,0.01173,0.06372,-0.05199,NEGATIVE RESPONSE,1877.81,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C10010,0.00349,Low,0.00995,0.0151,-0.00516,NEGATIVE RESPONSE,2052.21,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C10011,0.01153,Low,0.00679,0.01374,-0.00696,NEGATIVE RESPONSE,1295.48,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C10012,0.0028,Low,0.00725,0.01677,-0.00952,NEGATIVE RESPONSE,1877.66,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C10013,0.94951,Critical,0.00976,0.20288,-0.19313,NEGATIVE RESPONSE,824.87,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C10014,0.03328,Low,0.0106,0.0697,-0.0591,NEGATIVE RESPONSE,976.63,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C10015,0.00796,Low,0.00721,0.03361,-0.0264,NEGATIVE RESPONSE,1936.64,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C10016,0.58667,Medium,0.014,0.1272,-0.11321,NEGATIVE RESPONSE,829.61,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C10017,0.09341,Low,0.01379,0.07832,-0.06452,NEGATIVE RESPONSE,1794.54,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C10018,0.00621,Low,0.00517,0.01073,-0.00556,NEGATIVE RESPONSE,1110.27,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C10019,0.02107,Low,0.00782,0.02722,-0.01941,NEGATIVE RESPONSE,1745.26,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C10020,0.30934,Medium,0.01089,0.15151,-0.14062,NEGATIVE RESPONSE,796.71,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C10021,0.0081,Low,0.00914,0.00693,0.00221,LOW RESPONSE,1115.08,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C10022,0.02202,Low,0.00849,0.00855,-6e-05,LOW RESPONSE,2021.44,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C10023,0.04479,Low,0.00925,0.05106,-0.04181,NEGATIVE RESPONSE,1001.93,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C10024,0.42062,Medium,0.00915,0.12125,-0.1121,NEGATIVE RESPONSE,1143.71,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C10025,0.0026,Low,0.0115,0.01734,-0.00584,NEGATIVE RESPONSE,1979.47,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C10026,0.02027,Low,0.01273,0.0132,-0.00047,LOW RESPONSE,1849.72,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C10027,0.03474,Low,0.01308,0.02336,-0.01028,NEGATIVE RESPONSE,1642.22,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C10028,0.00521,Low,0.00782,0.01307,-0.00525,NEGATIVE RESPONSE,1496.27,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C10029,0.01189,Low,0.00893,0.01017,-0.00124,NEGATIVE RESPONSE,2049.55,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C10030,0.11273,Low,0.01242,0.00902,0.00341,PERSUADABLE,1812.9,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C10031,0.28084,Low,0.00721,0.04576,-0.03855,NEGATIVE RESPONSE,1615.96,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C10032,0.00375,Low,0.00825,0.00522,0.00303,LOW RESPONSE,1502.59,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C10033,0.00371,Low,0.01508,0.00859,0.00649,LOW RESPONSE,2027.21,Very High Value,Loyalty Reward,10.0,13.16,1.32,Moderate uplift but low offer cost
